Image,Mask
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139_360_363_28.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056_138_163_75.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055_158_322_277.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055_130_288_306.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280_309_266_79.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.150684298696437181894923266019_123_213_94.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_459_299_42.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_120_150_114.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_390_286_151.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_141_181_184.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_438_181_74.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_424_239_80.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_378_193_96.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_140_282_108.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_340_276_128.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.153646219551578201092527860224_144_152_61.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819_380_275_95.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819_167_343_111.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.153985109349433321657655488650_178_266_256.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227_184_243_159.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280_80_343_103.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280_79_206_108.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280_132_395_112.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_431_346_71.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_421_178_87.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_414_356_101.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_155_160_113.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_103_378_123.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_142_310_134.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474_88_218_160.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474_104_263_169.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474_146_339_234.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250_118_232_161.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883_195_278_101.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450_146_302_99.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069_305_303_79.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069_148_295_118.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069_362_277_172.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_322_408_35.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_432_272_42.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_350_404_80.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_207_367_91.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_141_381_102.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929_162_379_104.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929_447_216_125.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103_226_154_75.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939_294_393_500.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100_383_378_94.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387_165_212_86.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579_56_216_147.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989_116_152_266.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586_370_345_59.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586_109_238_132.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600_302_286_126.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600_392_289_168.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859_199_336_246.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286_105_351_303.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085_409_157_331.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295_208_357_179.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_402_165_55.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_442_250_62.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_90_275_77.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_378_363_77.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_91_176_84.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_188_416_112.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_372_361_161.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_123_263_167.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_158_355_187.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_125_325_77.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_446_263_99.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_398_302_166.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_158_346_204.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_191_315_211.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_297_291_241.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512_87_251_189.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512_159_311_245.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264_366_350_75.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264_307_197_82.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264_221_219_83.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.170921541362033046216100409521_226_315_391.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.170921541362033046216100409521_221_297_440.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732_413_346_199.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574_326_365_78.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.172243743899615313644757844726_161_297_67.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.172243743899615313644757844726_135_328_97.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969_472_311_190.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969_211_406_296.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032_68_263_213.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032_397_354_223.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032_415_297_267.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_134_199_92.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_110_254_95.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_103_283_101.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_352_304_103.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_150_356_107.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_189_354_110.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173556680294801532247454313511_334_357_180.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701_367_364_77.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.174168737938619557573021395302_368_351_16.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291_402_288_85.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479_184_337_143.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.174907798609768549012640380786_178_182_83.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.174907798609768549012640380786_191_144_90.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_357_337_50.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_327_277_53.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_188_354_64.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_177_172_81.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_215_363_91.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_407_178_94.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_245_307_112.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_203_214_118.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_212_337_125.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_356_364_126.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_405_218_146.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_214_201_163.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419_358_216_154.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419_404_327_204.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.176869045992276345870480098568_210_391_81.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222_183_319_160.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222_194_253_219.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615_159_310_190.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990_140_312_201.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558_182_128_215.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.178391668569567816549737454720_375_227_79.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.178680586845223339579041794709_367_310_41.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.179049373636438705059720603192_315_366_89.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949_456_182_132.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949_68_218_162.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949_183_185_245.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.179209990684978588019929720099_359_123_170.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.179209990684978588019929720099_108_206_257.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029_113_336_77.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219_446_204_181.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021_344_127_254.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825_163_119_99.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825_351_234_210.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_357_281_77.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_291_365_82.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_328_262_91.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_296_237_108.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527_164_290_56.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527_215_209_82.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.183982839679953938397312236359_172_325_93.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832_108_193_120.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.185154482385982570363528682299_170_402_163.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.185154482385982570363528682299_347_343_195.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058_427_268_78.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058_135_204_113.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125_324_341_118.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125_411_216_149.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125_177_346_156.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125_410_222_207.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125_157_204_214.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748_347_331_45.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748_386_215_62.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187694838527128312070807533473_414_181_146.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_157_358_92.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_435_201_160.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_375_231_315.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_193_418_316.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208_187_379_17.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208_93_366_30.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493_311_336_96.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493_163_358_105.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188265424231150847356515802868_180_288_126.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952_128_336_89.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952_358_374_123.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952_145_315_131.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952_186_329_182.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827_97_151_145.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069_113_254_180.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069_130_324_233.npy,2
