Image,Mask
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/039_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/039_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/039_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/039_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/039_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/03_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/03_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/03_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/03_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/03_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/03_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/03_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/03_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/03_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/03_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/040_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/040_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/040_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/040_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/040_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/040_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/040_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/040_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/040_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/040_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/041_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/041_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/041_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/041_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/041_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/041_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/041_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/041_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/041_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/041_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/042_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/042_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/042_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/042_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/042_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/042_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/042_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/042_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/042_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/042_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/043_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/043_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/043_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/043_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/043_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/043_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/043_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/043_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/043_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/043_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/044_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/044_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/044_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/044_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/044_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/044_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/044_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/044_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/044_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/044_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/045_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/045_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/045_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/045_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/045_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/045_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/045_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/045_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/045_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/045_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/046_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/046_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/046_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/046_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/046_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/046_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/046_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/046_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/046_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/046_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/047_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/047_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/047_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/047_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/047_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/047_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/047_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/047_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/047_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/047_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/048_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/048_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/048_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/048_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/048_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/048_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/048_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/048_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/048_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/048_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/049_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/049_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/049_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/049_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/049_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/049_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/049_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/049_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/049_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/049_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/04_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/04_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/04_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/04_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/04_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/04_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/04_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/04_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/04_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/04_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/050_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/050_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/050_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/050_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/050_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/050_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/050_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/050_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/050_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/050_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/051_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/051_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/051_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/051_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/051_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/051_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/051_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/051_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/051_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/051_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/052_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/052_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/052_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/052_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/052_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/052_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/052_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/052_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/052_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/052_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/05_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/05_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/05_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/05_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/05_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/05_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/05_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/05_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/05_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/05_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/06_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/06_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/06_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/06_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/06_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/06_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/06_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/06_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/06_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/06_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/07_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/07_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/07_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/07_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/07_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/07_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/07_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/07_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/07_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/07_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/08_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/08_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/08_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/08_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/08_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/08_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/08_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/08_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/08_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/08_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/09_1.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/09_10.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/09_2.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/09_3.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/09_4.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/09_5.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/09_6.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/09_7.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/09_8.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/09_9.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/10_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/10_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/10_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/10_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1100_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1100_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1100_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1100_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1101_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1101_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1101_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1101_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1102_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1102_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1102_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1102_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1103_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1103_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1103_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1103_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1104_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1104_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1104_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1104_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1105_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1105_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1105_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1105_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1106_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1106_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1106_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1106_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1107_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1107_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1107_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1107_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1108_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1108_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1108_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1108_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1109_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1109_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1109_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1109_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/110_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/110_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/110_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/110_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1110_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1110_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1110_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1110_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1111_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1111_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1111_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1111_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1112_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1112_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1112_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1112_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1113_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1113_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1113_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1113_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1114_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1114_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1114_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1114_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1115_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1115_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1115_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1115_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1116_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1116_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1116_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1116_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1117_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1117_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1117_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1117_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1118_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1118_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1118_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1118_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1119_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1119_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1119_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1119_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/111_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/111_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/111_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/111_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1120_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1120_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1120_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1120_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1121_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1121_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1121_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1121_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1122_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1122_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1122_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1122_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1123_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1123_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1123_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1123_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1124_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1124_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1124_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1124_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1125_1.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1125_2.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1125_3.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1125_4.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/augtrain/Image/1126_1.npy,1
