Image,Mask
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.861997885565255340442123234170_322_417_49.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.866845763956586959109892274084_129_266_67.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734_148_351_117.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734_214_347_143.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734_231_324_164.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.877026508860018521147620598474_169_287_204.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592_90_295_60.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592_438_281_76.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592_378_227_80.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592_364_309_109.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335_374_248_189.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.897684031374557757145405000951_317_353_114.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.897684031374557757145405000951_147_368_116.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.897684031374557757145405000951_124_296_134.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.897684031374557757145405000951_134_244_139.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444_177_129_65.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444_399_168_97.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.900182736599353600185270496549_79_306_87.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.900182736599353600185270496549_344_320_175.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235_389_319_111.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235_140_338_84.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235_144_176_106.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235_396_264_199.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_358_362_25.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_336_366_46.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_118_226_56.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_84_327_62.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_302_202_83.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_159_361_84.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_280_192_86.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.910607280658963002048724648683_323_283_158.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179_111_307_290.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179_201_191_338.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_295_338_43.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_154_286_79.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.935683764293840351008008793409_370_371_118.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.935683764293840351008008793409_147_358_129.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.939152384493874708850321969356_422_363_67.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311_330_192_171.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.944888107209008719031293531091_308_174_94.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.946129570505893110165820050204_429_151_158.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437_153_280_65.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437_200_215_114.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681_150_428_149.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802_434_333_81.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802_351_416_159.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802_200_397_161.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802_87_277_178.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802_400_372_212.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.961063442349005937536597225349_157_256_377.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877_221_307_194.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877_190_193_199.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877_382_247_202.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877_375_203_204.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.970264865033574190975654369557_106_343_200.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.970428941353693253759289796610_116_366_103.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.970428941353693253759289796610_115_271_108.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.975426625618184773401026809852_345_376_121.npy,0
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058_100_303_56.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777_41_221_87.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777_113_166_126.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777_192_334_200.npy,1
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.997611074084993415992563148335_338_369_92.npy,2
F:\myfile\detection\PytorchDeepLearing\processeddata/Image_resize/1.3.6.1.4.1.14519.5.2.1.6279.6001.997611074084993415992563148335_227_299_128.npy,2
